,Unnamed: 0,coordinatorCountry,countryName,coordinator,totalCost,latitude,longitude,startDate,endDate,status,uni_lat,uni_lng,city,region,country
5951,5952,ES,Spain,AGENCIA DE QUALITAT I AVALUACIO SANITARIES DE CATALUNYA,13133250.0,40.0,-4.0,2016-11-01,2020-12-31,SIGNED,41.4009964,2.1966717,Barcelona,Catalunya,Spain
5952,5953,ES,Spain,UNIVERSITAT POLITECNICA DE VALENCIA,4890222.5,40.0,-4.0,2018-05-01,2021-04-30,SIGNED,39.4808376,-0.3409522,Valencia,Comunidad Valenciana,Spain
5953,5954,ES,Spain,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,257191.2,40.0,-4.0,2015-04-01,2018-03-31,SIGNED,43.3309433,-2.9678921,Leioa,Pais Vasco,Spain
5954,5955,ES,Spain,BIOTICA BIOQUIMICA ANALITICA SL,1098470.0,40.0,-4.0,2016-06-01,2018-05-31,SIGNED,40.0,-4.0,Other,Other,Spain
5955,5956,ES,Spain,UNIVERSIDAD POMPEU FABRA,158121.6,40.0,-4.0,2016-07-01,2018-06-30,SIGNED,41.3789689,2.179794100000001,Barcelona,Catalunya,Spain
5956,5957,ES,Spain,STEMTEK THERAPEUTICS SL,71429.0,40.0,-4.0,2016-12-01,2017-04-30,SIGNED,43.299505,-2.868902,Derio,Pais Vasco,Spain
5957,5958,ES,Spain,FUNDACIO INSTITUT DE BIOENGINYERIA DE CATALUNYA,7134928.75,40.0,-4.0,2017-01-01,2021-12-31,SIGNED,41.38206599999999,2.117947,Barcelona,Catalunya,Spain
5958,5959,ES,Spain,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,170121.6,40.0,-4.0,2015-07-08,2017-07-07,SIGNED,43.3309433,-2.9678921,Leioa,Pais Vasco,Spain
5959,5960,ES,Spain,"LABORATORIOS ENOSAN, S.L",71429.0,40.0,-4.0,2015-06-01,2015-10-31,SIGNED,41.6829852,-0.8884354999999999,Zaragoza,Aragon,Spain
5960,5961,ES,Spain,AXEB BIOTHECH SL,71429.0,40.0,-4.0,2016-03-01,2016-08-31,SIGNED,40.0,-4.0,Other,Other,Spain
5961,5962,ES,Spain,INSTITUTO DE BIOMECANICA DE VALENCIA,3110581.25,40.0,-4.0,2018-01-01,2020-12-31,SIGNED,39.479085,-0.333645,Valencia,Comunidad Valenciana,Spain
5962,5963,ES,Spain,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,1876778.0,40.0,-4.0,2015-09-01,2020-08-31,SIGNED,40.410138,-3.689073,Madrid,Comunidad de Madrid,Spain
5963,5964,ES,Spain,UNIVERSITAT DE BARCELONA,2599965.0,40.0,-4.0,2016-03-01,2019-08-31,SIGNED,41.386608,2.16402,Barcelona,Catalunya,Spain
5964,5965,ES,Spain,FUNDACIO INSTITUT DE RECERCA DE L'ENERGIA DE CATALUNYA,1318500.0,40.0,-4.0,2017-11-01,2021-10-31,SIGNED,41.4146661,2.2207735,Sant Adria de Besos,Catalunya,Spain
5965,5966,ES,Spain,"CENTRO DE INVESTIGACIONES ENERGETICAS, MEDIOAMBIENTALES Y TECNOLOGICAS-CIEMAT",6524695.88,40.0,-4.0,2017-09-01,2021-08-31,SIGNED,40.4541302,-3.7288731,Madrid,Comunidad de Madrid,Spain
5966,5967,ES,Spain,CARROCERIAS AYATS SA,71429.0,40.0,-4.0,2017-06-01,2017-11-30,SIGNED,40.0,-4.0,Other,Other,Spain
5967,5968,ES,Spain,UNIVERSITAT DE BARCELONA,158121.6,40.0,-4.0,2017-10-02,2019-10-01,SIGNED,41.386608,2.16402,Barcelona,Catalunya,Spain
5968,5969,ES,Spain,UNIVERSIDAD DE LLEIDA,170121.6,40.0,-4.0,2016-01-01,2017-12-31,SIGNED,41.6147654,0.6196167,Other,Catalunya,Spain
5969,5970,ES,Spain,UNIVERSIDAD DE NAVARRA,170121.6,40.0,-4.0,2017-08-01,2019-09-22,SIGNED,40.0,-4.0,Other,Other,Spain
5970,5971,ES,Spain,ROBOTNIK AUTOMATION SLL,71429.0,40.0,-4.0,2015-07-01,2015-12-31,SIGNED,39.508085,-0.4619869999999999,Paterna,Comunidad Valenciana,Spain
5971,5972,ES,Spain,FUNDACION TEKNIKER,2960852.5,40.0,-4.0,2016-03-01,2019-08-31,SIGNED,43.1953187,-2.4502993,Eibar,Pais Vasco,Spain
5972,5973,ES,Spain,FUNDACIO INSTITUT DE CIENCIES FOTONIQUES,150000.0,40.0,-4.0,2018-07-01,2019-12-31,SIGNED,41.2754712,1.9896212,Castelldefels,Catalunya,Spain
5973,5974,ES,Spain,TORUS SOFTWARE SOLUTIONS S.L.,71429.0,40.0,-4.0,2014-11-01,2015-04-30,CLOSED,43.3576688,-8.402902899999999,Other,Galicia,Spain
5974,5975,ES,Spain,"FUNDACION BCMATERIALS -  BASQUE CENTRE FOR MATERIALS, APPLICATIONS AND NANOSTRUCTURES",7146610.0,40.0,-4.0,2016-04-01,2019-09-30,SIGNED,43.3327032,-2.9702628,Leioa,Pais Vasco,Spain
5975,5976,ES,Spain,UNIVERSIDAD DE SEVILLA,5719602.5,40.0,-4.0,2015-06-01,2019-05-31,SIGNED,37.3807579,-5.9912307,Sevilla,Andalucia,Spain
5976,5977,ES,Spain,ZOITECHLAB SL,1038416.25,40.0,-4.0,2016-11-01,2018-04-30,SIGNED,40.62325250000001,-4.0210409,Other,Comunidad de Madrid,Spain
5977,5978,ES,Spain,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,158121.6,40.0,-4.0,2017-07-01,2019-06-30,SIGNED,40.410138,-3.689073,Madrid,Comunidad de Madrid,Spain
5978,5979,ES,Spain,AVS ADDED VALUE INDUSTRIAL ENGINEERING SOLUTIONS SLU,2663850.0,40.0,-4.0,2018-03-01,2020-02-29,SIGNED,40.0,-4.0,Other,Other,Spain
5979,5980,ES,Spain,FUNDACION TECNALIA RESEARCH & INNOVATION,8490472.5,40.0,-4.0,2016-01-01,2019-06-30,SIGNED,43.18578,-2.26393,Azpeitia,Other,Spain
5980,5981,ES,Spain,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,170121.6,40.0,-4.0,2017-04-01,2019-03-31,SIGNED,40.410138,-3.689073,Madrid,Comunidad de Madrid,Spain
5981,5982,ES,Spain,TIKAL TECHNOLOGIES SL,71429.0,40.0,-4.0,2016-06-01,2016-10-31,SIGNED,40.0,-4.0,Other,Other,Spain
5982,5983,ES,Spain,UNIVERSIDAD DE ZARAGOZA,158121.6,40.0,-4.0,2018-10-01,2020-09-30,SIGNED,41.6420639,-0.9015065,Zaragoza,Aragon,Spain
5983,5984,ES,Spain,UNIVERSITAT ROVIRA I VIRGILI,7848000.0,40.0,-4.0,2017-02-01,2022-01-31,SIGNED,41.11966090000001,1.260497,Tarragona,Catalunya,Spain
5984,5985,ES,Spain,AD TELECOM SL,71429.0,40.0,-4.0,2015-05-01,2015-10-31,SIGNED,40.0,-4.0,Other,Other,Spain
5985,5986,ES,Spain,UNIVERSIDAD PUBLICA DE NAVARRA,170121.6,40.0,-4.0,2016-03-01,2018-02-28,SIGNED,42.797263,-1.6321518,Pamplona,Navarra,Spain
5986,5987,ES,Spain,FUNDACION CIDETEC,3852293.75,40.0,-4.0,2015-10-05,2018-10-04,SIGNED,43.2885143,-1.9822594,San Sebastian,Pais Vasco,Spain
5987,5988,ES,Spain,FUNDACIO CENTRE DE REGULACIO GENOMICA,158121.6,40.0,-4.0,2016-03-01,2018-02-28,CLOSED,41.3853788,2.1940517,Barcelona,Catalunya,Spain
5988,5989,ES,Spain,SERVICIO CANARIO DE LA SALUD,2899690.0,40.0,-4.0,2018-09-01,2022-08-31,SIGNED,28.4687106,-16.2565257,Santa Cruz de Tenerife,Canarias,Spain
5989,5990,ES,Spain,ACONDICIONAMIENTO TARRASENSE ASSOCIACION,7223551.25,40.0,-4.0,2015-06-01,2019-05-31,SIGNED,41.5699425,2.0075787,Terrassa,Catalunya,Spain
5990,5991,ES,Spain,CASA MARISTAS AZTERLAN,802728.75,40.0,-4.0,2017-06-01,2020-05-31,SIGNED,43.1619391,-2.6172647,Other,Pais Vasco,Spain
5991,5992,ES,Spain,UNIVERSIDAD DE CORDOBA,235674.9,40.0,-4.0,2016-09-01,2019-05-31,SIGNED,37.9144707,-4.7192248,Cordoba,Other,Spain
5992,5993,ES,Spain,FUNDACION IMDEA NANOCIENCIA,158121.6,40.0,-4.0,2015-03-01,2017-02-28,SIGNED,40.0,-4.0,Other,Other,Spain
5993,5994,ES,Spain,MILLOR ENERGY SOLUTIONS SL,71429.0,40.0,-4.0,2018-01-01,2018-05-31,SIGNED,41.3886496,2.1363694,Barcelona,Catalunya,Spain
5994,5995,ES,Spain,FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,3281028.75,40.0,-4.0,2016-01-01,2018-06-30,SIGNED,43.292239,-1.985692,Donostia,Pais Vasco,Spain
5995,5996,ES,Spain,CENTRE INTERNACIONAL DE METODES NUMERICS EN ENGINYERIA,149250.0,40.0,-4.0,2016-11-01,2018-04-30,SIGNED,41.3880326,2.1109828,Barcelona,Catalunya,Spain
5996,5997,ES,Spain,WONOWO UP SL,71429.0,40.0,-4.0,2017-01-01,2017-06-30,CLOSED,40.0,-4.0,Other,Other,Spain
5997,5998,ES,Spain,BERTEN DSP S.L.,71429.0,40.0,-4.0,2017-08-01,2018-01-31,CLOSED,40.437939,-3.7171097,Madrid,Comunidad de Madrid,Spain
5998,5999,ES,Spain,FUNDACION IMDEA MATERIALES,170121.6,40.0,-4.0,2017-01-09,2019-01-08,SIGNED,40.2727032,-3.7264981,Getafe,Comunidad de Madrid,Spain
5999,6000,ES,Spain,UNIVERSIDAD DE GRANADA,877500.0,40.0,-4.0,2018-03-01,2022-02-28,SIGNED,37.1839398,-3.6010182,Granada,Andalucia,Spain
6000,6001,ES,Spain,"MANAGEMENT, CONSTRUCTION AND TRADE, INNOVATIVE SOLUTIONS INTERNATIONAL SL",1043745.0,40.0,-4.0,2016-05-01,2018-04-30,SIGNED,40.0,-4.0,Other,Other,Spain
6001,6002,ES,Spain,INTELLIGENT INTEGRATION FACTORY SL,71429.0,40.0,-4.0,2017-02-01,2017-07-31,SIGNED,40.0,-4.0,Other,Other,Spain
6002,6003,ES,Spain,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,170121.6,40.0,-4.0,2017-09-04,2019-09-03,SIGNED,43.3309433,-2.9678921,Leioa,Pais Vasco,Spain
6003,6004,ES,Spain,GREEN BUILDING COUNCIL-ESPANA CONSEJO PARA LA EDIFICACION SOSTENIBLE-ESPANA,2351567.5,40.0,-4.0,2015-03-01,2017-02-28,SIGNED,40.4472349,-3.6904728,Madrid,Comunidad de Madrid,Spain
6004,6005,ES,Spain,CONSORCI INSTITUT D'INVESTIGACIONS BIOMEDIQUES AUGUST PI I SUNYER,1999573.0,40.0,-4.0,2017-04-01,2022-03-31,SIGNED,41.388589,2.150886,Barcelona,Catalunya,Spain
6005,6006,ES,Spain,FUNDACION CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES CARLOS III,7018801.5,40.0,-4.0,2015-05-01,2020-04-30,SIGNED,40.476349,-3.695492999999999,Madrid,Comunidad de Madrid,Spain
6006,6007,ES,Spain,CENTRE INTERNACIONAL DE METODES NUMERICS EN ENGINYERIA,149250.0,40.0,-4.0,2015-03-01,2016-08-31,SIGNED,41.3880326,2.1109828,Barcelona,Catalunya,Spain
6007,6008,ES,Spain,Asociacion - Centro de Investigacion Cooperativa en Nanociencias - CIC NANOGUNE,170121.6,40.0,-4.0,2018-07-01,2020-06-30,SIGNED,43.304694,-2.007181,Donostia,Pais Vasco,Spain
6008,6009,ES,Spain,FUNDACION AITIIP,800000.0,40.0,-4.0,2017-01-01,2019-06-30,SIGNED,41.577527,-0.830841,Zaragoza,Aragon,Spain
6009,6010,ES,Spain,CENTRE INTERNACIONAL DE METODES NUMERICS EN ENGINYERIA,149963.0,40.0,-4.0,2015-05-01,2016-04-30,SIGNED,41.3880326,2.1109828,Barcelona,Catalunya,Spain
6010,6011,ES,Spain,ACCIONA CONSTRUCCION SA,9217196.2,40.0,-4.0,2017-06-01,2021-05-31,SIGNED,40.0,-4.0,Other,Other,Spain
6011,6012,ES,Spain,ENIMBOS GLOBAL SERVICES SL,71429.0,40.0,-4.0,2017-11-01,2018-04-30,SIGNED,40.5490931,-3.6890886,Madrid,Comunidad de Madrid,Spain
6012,6013,ES,Spain,CENTRO DE INVESTIGACION ECOLOGICA YAPLICACIONES FORESTALES CONSORCIO,170121.6,40.0,-4.0,2017-05-01,2019-04-30,SIGNED,40.0,-4.0,Other,Other,Spain
6013,6014,ES,Spain,CREACIONES AROMATICAS INDUSTRIALES S.A.,2285833.75,40.0,-4.0,2017-10-01,2019-09-30,SIGNED,41.5328716,2.0923023,Other,Catalunya,Spain
6014,6015,ES,Spain,VORTEX BLADELESS SL,1899357.25,40.0,-4.0,2016-06-01,2018-11-30,SIGNED,40.0,-4.0,Other,Other,Spain
6015,6016,ES,Spain,ATOS SPAIN SA,1998011.25,40.0,-4.0,2018-05-01,2020-10-31,SIGNED,40.0,-4.0,Other,Other,Spain
6016,6017,ES,Spain,MONTELOEDER SL,71429.0,40.0,-4.0,2015-07-01,2015-10-31,SIGNED,38.2968886,-0.6171196,Elx,Comunidad Valenciana,Spain
6017,6018,ES,Spain,UNIVERSIDAD AUTONOMA DE MADRID,310500.0,40.0,-4.0,2014-12-01,2018-11-30,SIGNED,40.5466983,-3.6943619,Madrid,Comunidad de Madrid,Spain
6018,6019,ES,Spain,FUNDACION TECNALIA RESEARCH & INNOVATION,8224644.99,40.0,-4.0,2016-10-01,2020-09-30,SIGNED,43.18578,-2.26393,Azpeitia,Other,Spain
6019,6020,ES,Spain,FUNDACIO INSTITUT D'INVESTIGACIO BIOMEDICA DE BELLVITGE,158121.6,40.0,-4.0,2018-09-01,2020-08-31,SIGNED,41.34519239999999,2.1102957,L'Hospitalet de Llobregat,Catalunya,Spain
6020,6021,ES,Spain,INSTITUTO DE ASTROFISICA DE CANARIAS,1968750.0,40.0,-4.0,2018-09-01,2023-08-31,SIGNED,28.4746232,-16.3080929,San Cristobal de La Laguna,Canarias,Spain
6021,6022,ES,Spain,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,170121.6,40.0,-4.0,2017-04-01,2019-03-31,SIGNED,40.410138,-3.689073,Madrid,Comunidad de Madrid,Spain
6022,6023,ES,Spain,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,2943811.25,40.0,-4.0,2018-01-01,2021-12-31,SIGNED,40.410138,-3.689073,Madrid,Comunidad de Madrid,Spain
6023,6024,ES,Spain,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,1470000.0,40.0,-4.0,2017-04-01,2022-03-31,SIGNED,40.410138,-3.689073,Madrid,Comunidad de Madrid,Spain
6024,6025,ES,Spain,UNIVERSITAT DE VALENCIA,170121.6,40.0,-4.0,2017-11-01,2019-11-30,SIGNED,39.4793254,-0.3593863,Valencia,Comunidad Valenciana,Spain
6025,6026,ES,Spain,THE BARCELONA INSTITUTE OF SCIENCE AND TECHNOLOGY,12956400.0,40.0,-4.0,2017-12-01,2022-11-30,SIGNED,41.3888281,2.1491666,Barcelona,Catalunya,Spain
6026,6027,ES,Spain,BCBL BASQUE CENTER ON COGNITION BRAIN AND LANGUAGE,158121.6,40.0,-4.0,2017-05-01,2019-04-30,TERMINATED,43.2942621,-1.9861255,Donostia,Pais Vasco,Spain
6027,6028,ES,Spain,AXENCIA GALEGA DE INNOVACION,50000.0,40.0,-4.0,2016-02-01,2017-04-30,SIGNED,42.862953,-8.554361,Santiago de Compostela,Galicia,Spain
6028,6029,ES,Spain,FUNDACIO INSTITUT CATALA DE NANOCIENCIA I NANOTECNOLOGIA,8648827.89,40.0,-4.0,2016-12-01,2021-11-30,SIGNED,41.5012421,2.1117602,Bellaterra,Other,Spain
6029,6030,ES,Spain,WIRELESSCITIES NETWORKS SL,71429.0,40.0,-4.0,2017-08-01,2018-01-31,SIGNED,43.2929737,-1.9844253,Donostia,Pais Vasco,Spain
6030,6031,ES,Spain,FUNDACIO INSTITUT DE BIOENGINYERIA DE CATALUNYA,158121.6,40.0,-4.0,2019-09-01,2021-08-31,SIGNED,41.38206599999999,2.117947,Barcelona,Catalunya,Spain
6031,6032,ES,Spain,UNIVERSIDAD DE VIGO,1492500.0,40.0,-4.0,2017-01-01,2021-12-31,SIGNED,42.1697632,-8.6845784,Vigo,Galicia,Spain
6032,6033,ES,Spain,UNIVERSIDAD POMPEU FABRA,1158625.0,40.0,-4.0,2018-05-01,2023-04-30,SIGNED,41.3789689,2.179794100000001,Barcelona,Catalunya,Spain
6033,6034,ES,Spain,ACONDICIONAMIENTO TARRASENSE ASSOCIACION,7993102.5,40.0,-4.0,2018-01-01,2021-12-31,SIGNED,41.5699425,2.0075787,Terrassa,Catalunya,Spain
6034,6035,ES,Spain,FUNDACIO PRIVADA INSTITUT DE RECERCA DE LA SIDA-CAIXA,158121.6,40.0,-4.0,2019-01-01,2020-12-31,SIGNED,41.4815361,2.2380031,Badalona,Catalunya,Spain
6035,6036,ES,Spain,FUNDACION CIDETEC,366951.49,40.0,-4.0,2018-03-01,2019-08-31,SIGNED,43.2885143,-1.9822594,San Sebastian,Pais Vasco,Spain
6036,6037,ES,Spain,FUNDACION CIRCE CENTRO DE INVESTIGACION DE RECURSOS Y CONSUMOS ENERGETICOS,2862074.16,40.0,-4.0,2015-01-01,2018-12-31,SIGNED,41.6848184,-0.8850186999999999,Zaragoza,Aragon,Spain
6037,6038,ES,Spain,CONTACTICA S.L.,2419871.25,40.0,-4.0,2017-09-01,2021-02-28,SIGNED,40.3468202,-3.6757717,Madrid,Comunidad de Madrid,Spain
6038,6039,ES,Spain,IBERICA DEL ESPACIO SA,3534173.5,40.0,-4.0,2015-01-01,2018-09-30,SIGNED,40.4327042,-3.7055586,Madrid,Comunidad de Madrid,Spain
6039,6040,ES,Spain,WEDGE GLOBAL S.L,3890341.75,40.0,-4.0,2018-04-01,2021-03-31,SIGNED,40.0,-4.0,Other,Other,Spain
6040,6041,ES,Spain,FUNDACION IMDEA NANOCIENCIA,170121.6,40.0,-4.0,2018-01-01,2019-12-31,SIGNED,40.0,-4.0,Other,Other,Spain
6041,6042,ES,Spain,INFAIMON S.L.,71429.0,40.0,-4.0,2015-07-01,2015-12-31,SIGNED,41.396663,2.1278823,Barcelona,Catalunya,Spain
6042,6043,ES,Spain,INSTITUT MUNICIPAL D'INFORMATICA DE BARCELONA,4987673.75,40.0,-4.0,2016-12-01,2019-12-31,SIGNED,41.4046664,2.1912211,Barcelona,Catalunya,Spain
6043,6044,ES,Spain,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,149897.5,40.0,-4.0,2015-05-01,2016-10-31,SIGNED,40.410138,-3.689073,Madrid,Comunidad de Madrid,Spain
6044,6045,ES,Spain,UNIVERSIDAD POLITECNICA DE CARTAGENA,996137.5,40.0,-4.0,2017-12-01,2019-11-30,SIGNED,37.604265,-0.9795883,Other,Region de Murcia,Spain
6045,6046,ES,Spain,UNIVERSITAT DE BARCELONA,170121.6,40.0,-4.0,2019-03-01,2021-02-28,SIGNED,41.386608,2.16402,Barcelona,Catalunya,Spain
6046,6047,ES,Spain,UNIVERSITAT POLITECNICA DE CATALUNYA,382500.0,40.0,-4.0,2017-01-01,2020-12-31,SIGNED,41.388004,2.1132804,Barcelona,Catalunya,Spain
6047,6048,ES,Spain,FUNDACIO INSTITUT CATALA DE RECERCA DE L'AIGUA,1267466.76,40.0,-4.0,2015-01-01,2018-12-31,SIGNED,41.967303,2.84065,Quart,Other,Spain
6048,6049,ES,Spain,ASOCIACION CENTRO TECNOLOGICO CEIT-IK4,563986.25,40.0,-4.0,2017-02-01,2020-01-31,SIGNED,43.30443,-2.00942,Donostia,Pais Vasco,Spain
6049,6050,ES,Spain,UNIVERSIDAD DE GRANADA,239191.2,40.0,-4.0,2018-02-01,2021-01-31,SIGNED,37.1839398,-3.6010182,Granada,Andalucia,Spain
6050,6051,ES,Spain,UNIVERSIDAD REY JUAN CARLOS,149701.0,40.0,-4.0,2019-01-01,2020-06-30,SIGNED,40.3359104,-3.8768434,Mostoles,Comunidad de Madrid,Spain
6051,6052,ES,Spain,UNIVERSITAT POLITECNICA DE CATALUNYA,3495300.48,40.0,-4.0,2015-10-01,2019-09-30,SIGNED,41.388004,2.1132804,Barcelona,Catalunya,Spain
6052,6053,ES,Spain,JARO INNOVACIONES NUTRICIONALES PARA LA AGRICULTURA,71429.0,40.0,-4.0,2017-12-01,2018-03-31,SIGNED,40.0,-4.0,Other,Other,Spain
6053,6054,ES,Spain,BARCELONA SUPERCOMPUTING CENTER - CENTRO NACIONAL DE SUPERCOMPUTACION,1998176.25,40.0,-4.0,2015-12-01,2017-11-30,SIGNED,41.38939970000001,2.116153,Barcelona,Catalunya,Spain
6054,6055,ES,Spain,FUNDACION CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES CARLOS III,257191.2,40.0,-4.0,2017-01-01,2019-12-31,SIGNED,40.476349,-3.695492999999999,Madrid,Comunidad de Madrid,Spain
6055,6056,ES,Spain,ADAN MEDICAL INNOVATION SL,71429.0,40.0,-4.0,2017-05-01,2017-09-30,SIGNED,40.0,-4.0,Other,Other,Spain
6056,6057,ES,Spain,INFINITY VACUUM SAFE TECHNOLOGY SL,71429.0,40.0,-4.0,2018-06-01,2018-11-30,SIGNED,40.0,-4.0,Other,Other,Spain
6057,6058,ES,Spain,FUNDACION TECNALIA RESEARCH & INNOVATION,7797727.5,40.0,-4.0,2015-02-01,2018-01-31,SIGNED,43.18578,-2.26393,Azpeitia,Other,Spain
6058,6059,ES,Spain,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,1492525.0,40.0,-4.0,2016-02-01,2021-01-31,SIGNED,42.8885225,-8.5449726,Santiago de Compostela,Galicia,Spain
6059,6060,ES,Spain,UNIVERSIDAD CARLOS III DE MADRID,158121.6,40.0,-4.0,2016-09-01,2018-08-31,TERMINATED,40.31705720000001,-3.7274678,Getafe,Comunidad de Madrid,Spain
6060,6061,ES,Spain,FUNDACION IMDEA ALIMENTACION,257191.2,40.0,-4.0,2018-01-15,2021-01-14,SIGNED,40.540111,-3.692719,Madrid,Comunidad de Madrid,Spain
6061,6062,ES,Spain,BIOHOPE SCIENTIFIC SOLUTIONS FOR HUMAN HEALTH SL,3846640.86,40.0,-4.0,2017-01-01,2019-06-30,SIGNED,40.59682069999999,-3.7109748,Tres Cantos,Comunidad de Madrid,Spain
6062,6063,ES,Spain,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,158121.6,40.0,-4.0,2018-01-02,2020-01-01,SIGNED,42.8885225,-8.5449726,Santiago de Compostela,Galicia,Spain
6063,6064,ES,Spain,FUNDACIO CENTRE DE REGULACIO GENOMICA,3157301.25,40.0,-4.0,2017-05-01,2021-04-30,SIGNED,41.3853788,2.1940517,Barcelona,Catalunya,Spain
6064,6065,ES,Spain,CORNEA PROJECT SL,71429.0,40.0,-4.0,2017-06-01,2017-08-31,SIGNED,41.2354838,1.7908229,Other,Catalunya,Spain
6065,6066,ES,Spain,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,8104133.75,40.0,-4.0,2015-04-01,2020-03-31,SIGNED,40.410138,-3.689073,Madrid,Comunidad de Madrid,Spain
6066,6067,ES,Spain,NANOIMMUNOTECH SL,71429.0,40.0,-4.0,2015-05-01,2015-10-31,SIGNED,41.6369433,-0.8912015,Zaragoza,Aragon,Spain
6067,6068,ES,Spain,FUNDACIO EURECAT,3367837.5,40.0,-4.0,2018-05-01,2020-10-31,SIGNED,41.4045776,2.201828,Barcelona,Catalunya,Spain
6068,6069,ES,Spain,"IRIS TECHNOLOGY SOLUTIONS, SOCIEDAD LIMITADA",5910047.5,40.0,-4.0,2015-09-01,2019-08-31,SIGNED,41.2747764,1.9865385,Castelldefels,Catalunya,Spain
6069,6070,ES,Spain,FUNDACION PARA LA INVESTIGACION BIOMEDICA DEL HOSPITAL UNIVERSIATRIO LA PAZ,158121.6,40.0,-4.0,2018-09-01,2020-08-31,SIGNED,40.4826169,-3.688082,Madrid,Comunidad de Madrid,Spain
6070,6071,ES,Spain,ESTEYCO SA,3498530.0,40.0,-4.0,2015-12-01,2018-11-30,SIGNED,40.4614575,-3.6818385,Madrid,Comunidad de Madrid,Spain
6071,6072,ES,Spain,UNIVERSIDAD REY JUAN CARLOS,239191.2,40.0,-4.0,2016-08-01,2019-07-31,SIGNED,40.3359104,-3.8768434,Mostoles,Comunidad de Madrid,Spain
6072,6073,ES,Spain,FUNDACION CIRCE CENTRO DE INVESTIGACION DE RECURSOS Y CONSUMOS ENERGETICOS,6385661.25,40.0,-4.0,2016-11-01,2020-04-30,SIGNED,41.6848184,-0.8850186999999999,Zaragoza,Aragon,Spain
6073,6074,ES,Spain,UNIVERSIDAD POMPEU FABRA,1381250.0,40.0,-4.0,2017-05-01,2022-04-30,SIGNED,41.3789689,2.179794100000001,Barcelona,Catalunya,Spain
6074,6075,ES,Spain,ZECLINICS SL,1867186.25,40.0,-4.0,2017-04-01,2019-03-31,SIGNED,41.38554999999999,2.194286,Barcelona,Catalunya,Spain
6075,6076,ES,Spain,ABRO BIOTEC SL,71429.0,40.0,-4.0,2015-05-01,2015-10-31,SIGNED,40.0,-4.0,Other,Other,Spain
6076,6077,ES,Spain,UNIVERSITAT POLITECNICA DE VALENCIA,170121.6,40.0,-4.0,2018-05-01,2020-04-30,SIGNED,39.4808376,-0.3409522,Valencia,Comunidad Valenciana,Spain
6077,6078,ES,Spain,TAGSONOMY SL,2182500.0,40.0,-4.0,2016-07-01,2017-09-30,CLOSED,40.0,-4.0,Other,Other,Spain
6078,6079,ES,Spain,CAIZAM COMPOSITES SL,71429.0,40.0,-4.0,2017-02-01,2017-05-31,SIGNED,40.0,-4.0,Other,Other,Spain
6079,6080,ES,Spain,GESCASER SA,1238500.0,40.0,-4.0,2015-08-01,2017-07-31,CLOSED,41.7330662,0.4359884,Other,Other,Spain
6080,6081,ES,Spain,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,158121.6,40.0,-4.0,2018-09-01,2020-08-31,SIGNED,40.410138,-3.689073,Madrid,Comunidad de Madrid,Spain
6081,6082,ES,Spain,IBERDROLA RENOVABLES ENERGIA SA,16376051.25,40.0,-4.0,2017-06-01,2022-05-31,SIGNED,40.0,-4.0,Other,Other,Spain
6082,6083,ES,Spain,BRAINSTORM MULTIMEDIA S.L.,1259375.0,40.0,-4.0,2016-11-01,2018-06-30,SIGNED,40.3840593,-3.6310422,Madrid,Comunidad de Madrid,Spain
6083,6084,ES,Spain,FUNDACIO TICSALUT,4034222.0,40.0,-4.0,2015-01-01,2017-12-31,SIGNED,41.528164,2.4337654,Other,Other,Spain
6084,6085,ES,Spain,FUNDACIO PRIVADA INSTITUT CATALA D'INVESTIGACIO QUIMICA,158121.6,40.0,-4.0,2016-06-27,2018-06-26,SIGNED,41.13040530000001,1.2416911,Tarragona,Catalunya,Spain
6085,6086,ES,Spain,CIDQO 2012 SL,71429.0,40.0,-4.0,2015-05-01,2015-10-31,SIGNED,41.7080443,2.7165296,Other,Catalunya,Spain
