"X","Unnamed..0","coordinatorCountry","countryName","coordinator","totalCost","latitude","longitude","startDate","endDate","status","uni_lat","uni_lng","startYear","startMonth","startDay","endYear","endMonth","endDay"
2558,2559,"DE","Germany","UNIVERSITAETSMEDIZIN DER JOHANNES GUTENBERG-UNIVERSITAET MAINZ",150000,51.5,10.5,2017-09-01,2019-02-28,"SIGNED",49.9926577,8.259033,2017,9,1,2019,2,28
2559,2560,"DE","Germany","RAZORCAT DEVELOPMENT GMBH",818500,51.5,10.5,2017-05-01,2018-10-31,"SIGNED",52.50984,13.2926899,2017,5,1,2018,10,31
2560,2561,"DE","Germany","FORSCHUNGSGESELLSCHAFT FUR ARBEITSPHYSIOLOGIE UND ARBEITSSCHUTZ E.V.",171460.8,51.5,10.5,2016-09-01,2018-08-31,"SIGNED",51.4899789,7.4581727,2016,9,1,2018,8,31
2561,2562,"DE","Germany","DEUTSCHES ZENTRUM FUER LUFT - UND RAUMFAHRT EV",5775868.75,51.5,10.5,2015-06-01,2019-05-31,"SIGNED",51.5,10.5,2015,6,1,2019,5,31
2562,2563,"DE","Germany","HACON INGENIEURGESELLSCHAFT MBH",3212110,51.5,10.5,2016-09-01,2018-12-31,"SIGNED",52.3905698,9.7512085,2016,9,1,2018,12,31
2563,2564,"DE","Germany","HEINRICH-HEINE-UNIVERSITAET DUESSELDORF",239860.8,51.5,10.5,2018-05-01,2021-04-30,"SIGNED",51.1888113,6.794503,2018,5,1,2021,4,30
2564,2565,"DE","Germany","NOVIHUM TECHNOLOGIES GMBH",3468000,51.5,10.5,2015-12-01,2018-05-31,"SIGNED",51.0536947,13.7802101,2015,12,1,2018,5,31
2565,2566,"DE","Germany","JUSTUS-LIEBIG-UNIVERSITAET GIESSEN",171460.8,51.5,10.5,2016-04-01,2018-03-31,"SIGNED",50.5804673,8.6771403,2016,4,1,2018,3,31
2566,2567,"DE","Germany","VEREIN ZUR FORDERUNG DES TECHNOLOGIETRANSFERS AN DER HOCHSCHULE BREMERHAVEN EV",3803925,51.5,10.5,2015-07-01,2019-06-30,"SIGNED",53.51985,8.5798601,2015,7,1,2019,6,30
2567,2568,"DE","Germany","CAS SOFTWARE AG",4461513,51.5,10.5,2015-01-01,2017-12-31,"SIGNED",49.0216784,8.439469,2015,1,1,2017,12,31
2568,2569,"DE","Germany","BASF SE",5999346.25,51.5,10.5,2015-01-01,2017-12-31,"SIGNED",51.5,10.5,2015,1,1,2017,12,31
2569,2570,"DE","Germany","TECHNISCHE UNIVERSITAT DARMSTADT",1999465,51.5,10.5,2016-05-01,2021-04-30,"SIGNED",49.8748277,8.6563281,2016,5,1,2021,4,30
2570,2571,"DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN",1500000,51.5,10.5,2015-09-01,2020-08-31,"SIGNED",48.150806,11.58043,2015,9,1,2020,8,31
2571,2572,"DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN",159460.8,51.5,10.5,2015-08-01,2018-01-30,"CLOSED",48.14966,11.5678602,2015,8,1,2018,1,30
2572,2573,"DE","Germany","UNIVERSITATSMEDIZIN GREIFSWALD KORPERSCHAFT DES OFFENTLICHEN RECHTS",3375330.25,51.5,10.5,2015-06-01,2018-05-31,"SIGNED",54.088908,13.4053305,2015,6,1,2018,5,31
2573,2574,"DE","Germany","JOHANN WOLFGANG GOETHE-UNIVERSITATFRANKFURT AM MAIN",159460.8,51.5,10.5,2016-01-01,2017-12-31,"SIGNED",50.1270675,8.6677635,2016,1,1,2017,12,31
2574,2575,"DE","Germany","FOODLOOP GMBH",71429,51.5,10.5,2015-06-01,2015-11-30,"SIGNED",50.9213,6.92743,2015,6,1,2015,11,30
2575,2576,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",171460.8,51.5,10.5,2016-06-01,2018-05-31,"SIGNED",48.14118,11.58186,2016,6,1,2018,5,31
2576,2577,"DE","Germany","ALFRED-WEGENER-INSTITUT HELMHOLTZ-ZENTRUM FUR POLAR- UND MEERESFORSCHUNG",11467317.5,51.5,10.5,2017-11-01,2022-10-31,"SIGNED",53.5332554,8.5805155,2017,11,1,2022,10,31
2577,2578,"DE","Germany","KARLSRUHER INSTITUT FUER TECHNOLOGIE",1499548.75,51.5,10.5,2017-04-01,2022-03-31,"SIGNED",49.0119199,8.4170303,2017,4,1,2022,3,31
2578,2579,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",3261125,51.5,10.5,2015-09-01,2020-08-31,"SIGNED",48.14118,11.58186,2015,9,1,2020,8,31
2579,2580,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",1545000,51.5,10.5,2016-04-01,2019-03-31,"SIGNED",48.14118,11.58186,2016,4,1,2019,3,31
2580,2581,"DE","Germany","TECHNISCHE UNIVERSITAET BRAUNSCHWEIG",6974131.75,51.5,10.5,2015-02-01,2019-01-31,"SIGNED",52.2735074,10.5296839,2015,2,1,2019,1,31
2581,2582,"DE","Germany","RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN",1998276.25,51.5,10.5,2016-10-01,2018-09-30,"SIGNED",50.7800778,6.0656869,2016,10,1,2018,9,30
2582,2583,"DE","Germany","TECHNISCHE UNIVERSITAET DRESDEN",2285377,51.5,10.5,2016-01-01,2018-12-31,"SIGNED",51.0292734,13.7289964,2016,1,1,2018,12,31
2583,2584,"DE","Germany","UNIVERSITAETSMEDIZIN GOETTINGEN - GEORG-AUGUST-UNIVERSITAET GOETTINGEN - STIFTUNG OEFFENTLICHEN RECHTS",159460.8,51.5,10.5,2015-10-01,2017-09-30,"TERMINATED",51.5493845,9.9442822,2015,10,1,2017,9,30
2584,2585,"DE","Germany","UNIVERSITAT KONSTANZ",2036750,51.5,10.5,2016-10-01,2021-09-30,"SIGNED",47.689426,9.1868777,2016,10,1,2021,9,30
2585,2586,"DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN",2972250,51.5,10.5,2017-11-01,2020-10-31,"SIGNED",48.150806,11.58043,2017,11,1,2020,10,31
2586,2587,"DE","Germany","ASCORA GMBH",5332095,51.5,10.5,2015-01-01,2017-12-31,"SIGNED",53.0405293,8.5222524,2015,1,1,2017,12,31
2587,2588,"DE","Germany","KONUX GmbH",2155000,51.5,10.5,2017-12-01,2019-11-30,"SIGNED",48.10654,11.53704,2017,12,1,2019,11,30
2588,2589,"DE","Germany","GEORG-AUGUST-UNIVERSITAT GOTTINGENSTIFTUNG OFFENTLICHEN RECHTS",2062499,51.5,10.5,2016-07-01,2019-06-30,"SIGNED",51.5493845,9.9442822,2016,7,1,2019,6,30
2589,2590,"DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.",1029133.25,51.5,10.5,2015-03-01,2017-12-31,"SIGNED",51.5,10.5,2015,3,1,2017,12,31
2590,2591,"DE","Germany","UNIVERSITAET ZU KOELN",1495875,51.5,10.5,2017-04-01,2022-03-31,"SIGNED",50.9281625,6.9288193,2017,4,1,2022,3,31
2591,2592,"DE","Germany","UNIVERSITAET BREMEN",3662400,51.5,10.5,2016-04-01,2021-03-31,"SIGNED",53.106758,8.85204,2016,4,1,2021,3,31
2592,2593,"DE","Germany","UNIVERSITAET SIEGEN",1462500,51.5,10.5,2017-04-01,2021-03-31,"SIGNED",50.9112613,8.0254533,2017,4,1,2021,3,31
2593,2594,"DE","Germany","DEUTSCHES ZENTRUM FUER LUFT - UND RAUMFAHRT EV",20882250,51.5,10.5,2016-01-01,2020-12-31,"SIGNED",51.5,10.5,2016,1,1,2020,12,31
2594,2595,"DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN",1498958,51.5,10.5,2016-09-01,2021-08-31,"SIGNED",48.150806,11.58043,2016,9,1,2021,8,31
2595,2596,"DE","Germany","NVISION IMAGING TECHNOLOGIES GMBH",96462.5,51.5,10.5,2017-05-01,2018-10-31,"SIGNED",51.5,10.5,2017,5,1,2018,10,31
2596,2597,"DE","Germany","MAX-DELBRUCK-CENTRUM FUR MOLEKULAREMEDIZIN",150000,51.5,10.5,2015-05-01,2016-10-31,"SIGNED",52.6252989,13.5022803,2015,5,1,2016,10,31
2597,2598,"DE","Germany","CYBERFORUM EV",4978418.75,51.5,10.5,2016-09-01,2018-08-31,"SIGNED",49.0126017,8.4275949,2016,9,1,2018,8,31
2598,2599,"DE","Germany","INTELLIGENT IMAGING SOLUTIONS GMBH",71429,51.5,10.5,2015-09-01,2016-04-30,"SIGNED",48.5228448,9.0530734,2015,9,1,2016,4,30
2599,2600,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",1484688,51.5,10.5,2018-03-01,2023-02-28,"SIGNED",48.14118,11.58186,2018,3,1,2023,2,28
2600,2601,"DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.",3999267.55,51.5,10.5,2016-01-01,2018-12-31,"SIGNED",51.5,10.5,2016,1,1,2018,12,31
2601,2602,"DE","Germany","ALBERT-LUDWIGS-UNIVERSITAET FREIBURG",1495000,51.5,10.5,2017-01-01,2021-12-31,"SIGNED",47.9935441,7.8459496,2017,1,1,2021,12,31
2602,2603,"DE","Germany","JOHANN WOLFGANG GOETHE-UNIVERSITATFRANKFURT AM MAIN",2181250,51.5,10.5,2019-01-01,2023-12-31,"SIGNED",50.1270675,8.6677635,2019,1,1,2023,12,31
2603,2604,"DE","Germany","OTTO-FRIEDRICH-UNIVERSITAET BAMBERG",3947612.4,51.5,10.5,2018-01-01,2021-12-31,"SIGNED",49.8938345,10.886138,2018,1,1,2021,12,31
2604,2605,"DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN",1851834,51.5,10.5,2017-08-01,2022-07-31,"SIGNED",48.150806,11.58043,2017,8,1,2022,7,31
2605,2606,"DE","Germany","DEUTSCHE DIABETES FORSCHUNGSGESELLSCHAFT EV",1492313.75,51.5,10.5,2018-01-01,2022-12-31,"SIGNED",51.20482,6.787322,2018,1,1,2022,12,31
2606,2607,"DE","Germany","JACOBS UNIVERSITY BREMEN GGMBH",5999616.25,51.5,10.5,2015-05-01,2018-04-30,"SIGNED",53.1677169,8.6542654,2015,5,1,2018,4,30
2607,2608,"DE","Germany","HEINRICH-HEINE-UNIVERSITAET DUESSELDORF",2499457.5,51.5,10.5,2015-12-01,2020-11-30,"SIGNED",51.1888113,6.794503,2015,12,1,2020,11,30
2608,2609,"DE","Germany","KARLSRUHER INSTITUT FUER TECHNOLOGIE",3892181.25,51.5,10.5,2016-01-01,2018-12-31,"SIGNED",49.0119199,8.4170303,2016,1,1,2018,12,31
2609,2610,"DE","Germany","LEUPHANA UNIVERSITAT LUNEBURG",159460.8,51.5,10.5,2017-10-01,2019-09-30,"SIGNED",53.2290826,10.4018865,2017,10,1,2019,9,30
2610,2611,"DE","Germany","HAHN-SCHICKARD-GESELLSCHAFT FUER ANGEWANDTE FORSCHUNG E.v.",5588101.25,51.5,10.5,2015-06-01,2019-05-31,"SIGNED",48.06463,8.490415,2015,6,1,2019,5,31
2611,2612,"DE","Germany","ALBERT-LUDWIGS-UNIVERSITAET FREIBURG",149981,51.5,10.5,2017-06-01,2018-11-30,"SIGNED",47.9935441,7.8459496,2017,6,1,2018,11,30
2612,2613,"DE","Germany","EUROPEAN RESEARCH INFRASTRUCTURE CONSORTIUM FOR THE SURVEY OF HEALTH, AGEING AND RETIREMENT IN EUROPE",5493328.75,51.5,10.5,2015-07-01,2018-06-30,"SIGNED",51.5,10.5,2015,7,1,2018,6,30
2613,2614,"DE","Germany","HELMHOLTZ-ZENTRUM DRESDEN-ROSSENDORF EV",9997538.88,51.5,10.5,2017-05-01,2021-04-30,"SIGNED",51.0631878,13.9502807,2017,5,1,2021,4,30
2614,2615,"DE","Germany","FIRAMIS UG",159460.8,51.5,10.5,2018-09-01,2020-08-31,"SIGNED",50.21775,8.55285,2018,9,1,2020,8,31
2615,2616,"DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.",2276625,51.5,10.5,2015-02-01,2018-01-31,"SIGNED",51.5,10.5,2015,2,1,2018,1,31
2616,2617,"DE","Germany","FORSCHUNGSZENTRUM JULICH GMBH",15151516,51.5,10.5,2018-01-01,2022-12-31,"SIGNED",50.9017564,6.3983836,2018,1,1,2022,12,31
2617,2618,"DE","Germany","KARLSRUHER INSTITUT FUER TECHNOLOGIE",171460.8,51.5,10.5,2017-08-01,2019-07-31,"SIGNED",49.0119199,8.4170303,2017,8,1,2019,7,31
2618,2619,"DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN",150000,51.5,10.5,2015-11-01,2017-04-30,"SIGNED",48.14966,11.5678602,2015,11,1,2017,4,30
2619,2620,"DE","Germany","UNIVERSITAET STUTTGART",132884,51.5,10.5,2018-07-01,2020-02-29,"SIGNED",48.7816472,9.1724985,2018,7,1,2020,2,29
2620,2621,"DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN",1078264,51.5,10.5,2017-05-01,2022-04-30,"SIGNED",48.150806,11.58043,2017,5,1,2022,4,30
2621,2622,"DE","Germany","KLINIKUM DER UNIVERSITAET ZU KOELN",239860.8,51.5,10.5,2015-05-15,2018-05-14,"TERMINATED",50.9236621,6.9170435,2015,5,15,2018,5,14
2622,2623,"DE","Germany","TECHNISCHE UNIVERSITAET BERLIN",1271812.5,51.5,10.5,2016-11-01,2018-10-31,"SIGNED",52.5125322,13.3269446,2016,11,1,2018,10,31
2623,2624,"DE","Germany","WESTFAELISCHE WILHELMS-UNIVERSITAET MUENSTER",2490000,51.5,10.5,2016-10-01,2021-09-30,"SIGNED",51.9635705,7.6131826,2016,10,1,2021,9,30
2624,2625,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",171460.8,51.5,10.5,2018-03-01,2020-02-29,"SIGNED",48.14118,11.58186,2018,3,1,2020,2,29
2625,2626,"DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN",171460.8,51.5,10.5,2015-09-01,2017-08-31,"SIGNED",48.14966,11.5678602,2015,9,1,2017,8,31
2626,2627,"DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.",4984238.75,51.5,10.5,2015-01-01,2017-12-31,"SIGNED",51.5,10.5,2015,1,1,2017,12,31
2627,2628,"DE","Germany","DEUTSCHES INSTITUT FUR INTERNATIONALE PADAGOGISCHE FORSCHUNG",171460.8,51.5,10.5,2018-02-01,2020-01-31,"SIGNED",50.1225402,8.6383955,2018,2,1,2020,1,31
2628,2629,"DE","Germany","DEUTSCHES FORSCHUNGSZENTRUM FUR KUNSTLICHE INTELLIGENZ GMBH",3606751.44,51.5,10.5,2015-02-01,2017-01-31,"SIGNED",49.256811,7.042171,2015,2,1,2017,1,31
2629,2630,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",1997853,51.5,10.5,2017-01-01,2021-12-31,"SIGNED",48.14118,11.58186,2017,1,1,2021,12,31
2630,2631,"DE","Germany","UNIVERSITAET HAMBURG",2499750,51.5,10.5,2019-01-01,2023-12-31,"SIGNED",53.5665641,9.9846195,2019,1,1,2023,12,31
2631,2632,"DE","Germany","GIF ENTWICKLUNGSGESELLSCHAFT MBH",71429,51.5,10.5,2016-12-01,2017-02-28,"SIGNED",50.8746792,6.1872259,2016,12,1,2017,2,28
2632,2633,"DE","Germany","SONOVUM AG",71429,51.5,10.5,2015-07-01,2015-10-31,"SIGNED",51.3198678,12.3972452,2015,7,1,2015,10,31
2633,2634,"DE","Germany","HELMHOLTZ ZENTRUM FUR OZEANFORSCHUNG KIEL",3749331.24,51.5,10.5,2015-01-01,2018-12-31,"SIGNED",54.3271991,10.1826437,2015,1,1,2018,12,31
2634,2635,"DE","Germany","AIRBUS DEFENCE AND SPACE GMBH",1027337.5,51.5,10.5,2015-02-01,2017-02-28,"SIGNED",51.5,10.5,2015,2,1,2017,2,28
2635,2636,"DE","Germany","CHARITE - UNIVERSITAETSMEDIZIN BERLIN",1e+06,51.5,10.5,2017-01-01,2021-12-31,"SIGNED",52.5264618,13.3766245,2017,1,1,2021,12,31
2636,2637,"DE","Germany","TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG",1943750,51.5,10.5,2015-05-01,2020-04-30,"SIGNED",50.9181454,13.3408847,2015,5,1,2020,4,30
2637,2638,"DE","Germany","ETVENTURE GMBH",1041073.13,51.5,10.5,2016-01-01,2017-12-31,"SIGNED",51.5,10.5,2016,1,1,2017,12,31
2638,2639,"DE","Germany","PARMENIDES STIFTUNG",150000,51.5,10.5,2017-11-01,2018-10-31,"SIGNED",48.056418,11.52358,2017,11,1,2018,10,31
2639,2640,"DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN",2343661,51.5,10.5,2018-07-01,2023-06-30,"SIGNED",48.150806,11.58043,2018,7,1,2023,6,30
2640,2641,"DE","Germany","ALTAGRAM GMBH",71429,51.5,10.5,2017-02-01,2017-07-31,"SIGNED",52.5105252,13.4385419,2017,2,1,2017,7,31
2641,2642,"DE","Germany","ECH ELEKTROCHEMIE HALLE GMBH",71429,51.5,10.5,2017-08-01,2018-01-31,"CLOSED",51.4914029,11.9380952,2017,8,1,2018,1,31
2642,2643,"DE","Germany","ARCULUS GMBH",71429,51.5,10.5,2017-08-01,2017-11-30,"CLOSED",48.774953,11.44445,2017,8,1,2017,11,30
2643,2644,"DE","Germany","WESTFAELISCHE WILHELMS-UNIVERSITAET MUENSTER",2495000,51.5,10.5,2018-10-01,2023-09-30,"SIGNED",51.9635705,7.6131826,2018,10,1,2023,9,30
2644,2645,"DE","Germany","KARLSRUHER INSTITUT FUER TECHNOLOGIE",149875,51.5,10.5,2015-08-01,2017-01-31,"SIGNED",49.0119199,8.4170303,2015,8,1,2017,1,31
2645,2646,"DE","Germany","REMOD UG (HAFTUNGSBESCHRANKT)",71429,51.5,10.5,2017-06-01,2017-11-30,"CLOSED",51.5,10.5,2017,6,1,2017,11,30
2646,2647,"DE","Germany","RUHR-UNIVERSITAET BOCHUM",2500000,51.5,10.5,2016-10-01,2021-09-30,"SIGNED",51.4456659,7.2616093,2016,10,1,2021,9,30
2647,2648,"DE","Germany","DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG",2e+06,51.5,10.5,2018-06-01,2023-05-31,"SIGNED",49.4143656,8.6726332,2018,6,1,2023,5,31
2648,2649,"DE","Germany","HELMHOLTZ-ZENTRUM DRESDEN-ROSSENDORF EV",5624029.59,51.5,10.5,2017-11-01,2020-10-31,"SIGNED",51.0631878,13.9502807,2017,11,1,2020,10,31
2649,2650,"DE","Germany","WISSENSCHAFTSZENTRUM BERLIN FUR SOZIALFORSCHUNG GGMBH",171460.8,51.5,10.5,2019-09-01,2021-08-31,"SIGNED",52.5063971,13.3650865,2019,9,1,2021,8,31
2650,2651,"DE","Germany","KARLSRUHER INSTITUT FUER TECHNOLOGIE",150000,51.5,10.5,2015-09-01,2017-02-28,"SIGNED",49.0119199,8.4170303,2015,9,1,2017,2,28
2651,2652,"DE","Germany","DEUTSCHES ZENTRUM FUER LUFT - UND RAUMFAHRT EV",4695365,51.5,10.5,2016-11-01,2020-10-31,"SIGNED",51.5,10.5,2016,11,1,2020,10,31
2652,2653,"DE","Germany","CUBE GMBH",1801841.25,51.5,10.5,2018-01-01,2018-12-31,"SIGNED",52.5145916,13.390509,2018,1,1,2018,12,31
2653,2654,"DE","Germany","HELMHOLTZ-ZENTRUM FUER INFEKTIONSFORSCHUNG GMBH",150000,51.5,10.5,2016-10-01,2018-03-31,"SIGNED",52.2109803,10.5314925,2016,10,1,2018,3,31
2654,2655,"DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.",9712983,51.5,10.5,2017-10-01,2021-03-31,"SIGNED",51.5,10.5,2017,10,1,2021,3,31
2655,2656,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",2500000,51.5,10.5,2018-10-01,2023-09-30,"SIGNED",48.14118,11.58186,2018,10,1,2023,9,30
2656,2657,"DE","Germany","TECHNISCHE UNIVERSITAET BERLIN",1131934.75,51.5,10.5,2015-01-01,2016-06-30,"SIGNED",52.5125322,13.3269446,2015,1,1,2016,6,30
2657,2658,"DE","Germany","UNIVERSITAET ZU KOELN",1928750,51.5,10.5,2015-06-01,2020-05-31,"SIGNED",50.9281625,6.9288193,2015,6,1,2020,5,31
2658,2659,"DE","Germany","FORSCHUNGSVERBUND BERLIN EV",1981500,51.5,10.5,2015-07-01,2020-06-30,"SIGNED",52.431059,13.5342139,2015,7,1,2020,6,30
2659,2660,"DE","Germany","WIRTSCHAFT UND INFRASTRUKTUR GMBH & CO PLANUNGS KG",1897227.5,51.5,10.5,2015-01-01,2017-12-31,"CLOSED",48.113,11.53849,2015,1,1,2017,12,31
2660,2661,"DE","Germany","RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG",171460.8,51.5,10.5,2018-09-01,2020-08-31,"SIGNED",49.4191402,8.6702492,2018,9,1,2020,8,31
2661,2662,"DE","Germany","INDUSTRIE- UND HANDELSKAMMER ERFURT",54027.5,51.5,10.5,2017-01-01,2018-12-31,"SIGNED",50.9639664,11.0327085,2017,1,1,2018,12,31
2662,2663,"DE","Germany","RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN",2499884,51.5,10.5,2016-06-01,2021-05-31,"SIGNED",50.7800778,6.0656869,2016,6,1,2021,5,31
2663,2664,"DE","Germany","JOHANNES GUTENBERG-UNIVERSITAT MAINZ",1728065,51.5,10.5,2016-09-01,2021-08-31,"SIGNED",49.9926403,8.2415552,2016,9,1,2021,8,31
2664,2665,"DE","Germany","UNIVERSITAET HAMBURG",239860.8,51.5,10.5,2018-10-01,2021-09-30,"SIGNED",53.5665641,9.9846195,2018,10,1,2021,9,30
2665,2666,"DE","Germany","EURESCOM-EUROPEAN INSTITUTE FOR RESEARCH AND STRATEGIC STUDIES IN TELECOMMUNICATIONS GMBH",5382782.5,51.5,10.5,2017-01-01,2019-12-31,"SIGNED",49.40921,8.65837,2017,1,1,2019,12,31
2666,2667,"DE","Germany","HELMHOLTZ ZENTRUM MUENCHEN DEUTSCHES FORSCHUNGSZENTRUM FUER GESUNDHEIT UND UMWELT GMBH",1109863.75,51.5,10.5,2015-06-01,2019-05-31,"SIGNED",48.221102,11.593376,2015,6,1,2019,5,31
2667,2668,"DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.",4856174,51.5,10.5,2015-02-01,2018-07-31,"SIGNED",51.5,10.5,2015,2,1,2018,7,31
2668,2669,"DE","Germany","SHIPPIES GMBH",71429,51.5,10.5,2016-06-01,2016-11-30,"SIGNED",50.1080719,8.6681379,2016,6,1,2016,11,30
2669,2670,"DE","Germany","DEUTSCHES ZENTRUM FUR NEURODEGENERATIVE ERKRANKUNGEN EV",1806068,51.5,10.5,2017-05-01,2022-04-30,"SIGNED",50.697015,7.1061897,2017,5,1,2022,4,30
2670,2671,"DE","Germany","RESUSCITEC GMBH",71429,51.5,10.5,2015-06-01,2015-09-30,"SIGNED",48.0218062,7.8487228,2015,6,1,2015,9,30
2671,2672,"DE","Germany","FORSCHUNGSZENTRUM JULICH GMBH",2498761,51.5,10.5,2018-10-01,2023-09-30,"SIGNED",50.9017564,6.3983836,2018,10,1,2023,9,30
2672,2673,"DE","Germany","HLW TEC GMBH",71429,51.5,10.5,2014-11-01,2015-04-30,"CLOSED",52.1749371,9.9490514,2014,11,1,2015,4,30
2673,2674,"DE","Germany","UNIVERSITAETSKLINIKUM HAMBURG-EPPENDORF",159460.8,51.5,10.5,2016-04-01,2018-03-31,"SIGNED",53.590824,9.973961,2016,4,1,2018,3,31
2674,2675,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",2181250,51.5,10.5,2016-09-01,2021-08-31,"SIGNED",48.14118,11.58186,2016,9,1,2021,8,31
2675,2676,"DE","Germany","Fachagentur Nachwachsende Rohstoffe e.V.",1829390.5,51.5,10.5,2015-01-01,2017-12-31,"SIGNED",53.821055,12.067108,2015,1,1,2017,12,31
2676,2677,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",171460.8,51.5,10.5,2015-10-01,2017-09-30,"CLOSED",48.14118,11.58186,2015,10,1,2017,9,30
2677,2678,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",159460.8,51.5,10.5,2016-03-01,2018-02-28,"SIGNED",48.14118,11.58186,2016,3,1,2018,2,28
2678,2679,"DE","Germany","HYDROGENIOUS TECHNOLOGIES GMBH",3260268.75,51.5,10.5,2017-02-01,2019-01-31,"SIGNED",51.5,10.5,2017,2,1,2019,1,31
2679,2680,"DE","Germany","TECHNISCHE UNIVERSITAET DRESDEN",20442318.75,51.5,10.5,2017-06-01,2022-05-31,"SIGNED",51.0292734,13.7289964,2017,6,1,2022,5,31
2680,2681,"DE","Germany","FORSCHUNGSZENTRUM JULICH GMBH",9929470.5,51.5,10.5,2017-07-01,2021-06-30,"SIGNED",50.9017564,6.3983836,2017,7,1,2021,6,30
2681,2682,"DE","Germany","UNIVERSITAET ULM",2256250,51.5,10.5,2016-11-01,2021-10-31,"SIGNED",51.5,10.5,2016,11,1,2021,10,31
2682,2683,"DE","Germany","HELMHOLTZ ZENTRUM FUR OZEANFORSCHUNG KIEL",2226262.5,51.5,10.5,2016-09-01,2020-08-31,"SIGNED",54.3271991,10.1826437,2016,9,1,2020,8,31
2683,2684,"DE","Germany","TECHNISCHE UNIVERSITAT DORTMUND",1994791,51.5,10.5,2017-09-01,2022-08-31,"SIGNED",51.4926981,7.4128386,2017,9,1,2022,8,31
2684,2685,"DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV",1875000,51.5,10.5,2018-04-01,2023-03-31,"SIGNED",48.14118,11.58186,2018,4,1,2023,3,31
2685,2686,"DE","Germany","HAMBURGISCHE SCHIFFBAU-VERSUCHSANSTALT GMBH",11431746,51.5,10.5,2016-09-01,2020-08-31,"SIGNED",53.5924196,10.0595156,2016,9,1,2020,8,31
2686,2687,"DE","Germany","RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG",2390000,51.5,10.5,2016-10-01,2021-09-30,"SIGNED",49.4191402,8.6702492,2016,10,1,2021,9,30
2687,2688,"DE","Germany","HELMHOLTZ ZENTRUM POTSDAM DEUTSCHESGEOFORSCHUNGSZENTRUM GFZ",1847546,51.5,10.5,2015-08-01,2020-07-31,"SIGNED",52.382884,13.06319,2015,8,1,2020,7,31
2688,2689,"DE","Germany","UNIVERSITAET BREMEN",1943600,51.5,10.5,2018-05-01,2023-04-30,"SIGNED",53.106758,8.85204,2018,5,1,2023,4,30
2689,2690,"DE","Germany","HELMHOLTZ ZENTRUM POTSDAM DEUTSCHESGEOFORSCHUNGSZENTRUM GFZ",159460.8,51.5,10.5,2018-06-01,2020-05-31,"SIGNED",52.382884,13.06319,2018,6,1,2020,5,31
