document;term;count;rank;Title
23;aeronautical;0,060820644;6;Active Cockpit Simulator/Ground Station Facility and Test Environment enhancement
23;pioneering;0,060388358;7;Active Cockpit Simulator/Ground Station Facility and Test Environment enhancement
23;demanding;0,057980728;8;Active Cockpit Simulator/Ground Station Facility and Test Environment enhancement
23;loop;0,054536568;9;Active Cockpit Simulator/Ground Station Facility and Test Environment enhancement
23;nowadays;0,052731877;10;Active Cockpit Simulator/Ground Station Facility and Test Environment enhancement
230;rotor;0,126273811;1;Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor
230;ice;0,117853146;2;Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor
230;rotorcraft;0,09154812;3;Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor
230;layers;0,064402559;4;Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor
230;test;0,055698023;5;Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor
230;configuration;0,046348067;6;Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor
230;helicopter;0,04577406;7;Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor
230;rig;0,04577406;8;Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor
230;ultra;0,042606473;9;Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor
230;civil;0,038896484;10;Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor
231;ground;0,086530077;1;Development and deployment of PLM Tools for A/C Ground Functional testing with Eco-design criteria.
231;eco;0,073331756;2;Development and deployment of PLM Tools for A/C Ground Functional testing with Eco-design criteria.
231;criteria;0,058952784;3;Development and deployment of PLM Tools for A/C Ground Functional testing with Eco-design criteria.
231;assembly;0,05525882;4;Development and deployment of PLM Tools for A/C Ground Functional testing with Eco-design criteria.
231;station;0,04770611;5;Development and deployment of PLM Tools for A/C Ground Functional testing with Eco-design criteria.
231;tests;0,044511896;6;Development and deployment of PLM Tools for A/C Ground Functional testing with Eco-design criteria.
231;sustainability;0,034407544;7;Development and deployment of PLM Tools for A/C Ground Functional testing with Eco-design criteria.
231;testing;0,032102903;8;Development and deployment of PLM Tools for A/C Ground Functional testing with Eco-design criteria.
231;procedures;0,031861288;9;Development and deployment of PLM Tools for A/C Ground Functional testing with Eco-design criteria.
231;cycle;0,029462324;10;Development and deployment of PLM Tools for A/C Ground Functional testing with Eco-design criteria.
232;die;0,291194461;1;Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping
232;aluminium;0,113414186;2;Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping
232;hot;0,05243159;3;Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping
232;wing;0,050646783;4;Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping
232;reconfigurable;0,036869935;5;Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping
232;modular;0,03552003;6;Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping
232;manufacturer;0,034705953;7;Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping
232;steel;0,033764522;8;Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping
232;coating;0,032897008;9;Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping
232;forming;0,032690363;10;Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping
233;energy;0,071791228;1;Development and roll-out of innovative energy efficiency services
233;financing;0,067715753;2;Development and roll-out of innovative energy efficiency services
233;renovation;0,063817035;3;Development and roll-out of innovative energy efficiency services
233;dual;0,050294982;4;Development and roll-out of innovative energy efficiency services
233;savings;0,032010221;5;Development and roll-out of innovative energy efficiency services
233;packages;0,030501301;6;Development and roll-out of innovative energy efficiency services
233;services;0,028909644;7;Development and roll-out of innovative energy efficiency services
233;building;0,02875439;8;Development and roll-out of innovative energy efficiency services
233;scheme;0,026904019;9;Development and roll-out of innovative energy efficiency services
233;institutions;0,026042928;10;Development and roll-out of innovative energy efficiency services
234;aeronautic;0,065232209;1;Development and validation of a self-adaptive system for automated assembly of major composite aerostructures
234;lean;0,057738319;2;Development and validation of a self-adaptive system for automated assembly of major composite aerostructures
234;assembly;0,04354395;3;Development and validation of a self-adaptive system for automated assembly of major composite aerostructures
234;drilling;0,04348814;4;Development and validation of a self-adaptive system for automated assembly of major composite aerostructures
234;robotic;0,036233015;5;Development and validation of a self-adaptive system for automated assembly of major composite aerostructures
234;robots;0,035731129;6;Development and validation of a self-adaptive system for automated assembly of major composite aerostructures
234;robot;0,034788437;7;Development and validation of a self-adaptive system for automated assembly of major composite aerostructures
234;cell;0,025709;8;Development and validation of a self-adaptive system for automated assembly of major composite aerostructures
234;productivity;0,025606408;9;Development and validation of a self-adaptive system for automated assembly of major composite aerostructures
234;sub;0,025504719;10;Development and validation of a self-adaptive system for automated assembly of major composite aerostructures
235;housing;0,08619708;1;Development and validation of an optimised gearbox housing structural design and manufacturing process, based on additive layer manufacturing concept leading to a flight cleared demonstrator.
235;powder;0,069233353;2;Development and validation of an optimised gearbox housing structural design and manufacturing process, based on additive layer manufacturing concept leading to a flight cleared demonstrator.
235;techniques;0,041183315;3;Development and validation of an optimised gearbox housing structural design and manufacturing process, based on additive layer manufacturing concept leading to a flight cleared demonstrator.
235;deposition;0,040335209;4;Development and validation of an optimised gearbox housing structural design and manufacturing process, based on additive layer manufacturing concept leading to a flight cleared demonstrator.
235;structural;0,039788531;5;Development and validation of an optimised gearbox housing structural design and manufacturing process, based on additive layer manufacturing concept leading to a flight cleared demonstrator.
235;functional;0,037232149;6;Development and validation of an optimised gearbox housing structural design and manufacturing process, based on additive layer manufacturing concept leading to a flight cleared demonstrator.
235;laser;0,033764095;7;Development and validation of an optimised gearbox housing structural design and manufacturing process, based on additive layer manufacturing concept leading to a flight cleared demonstrator.
235;manufactured;0,033056266;8;Development and validation of an optimised gearbox housing structural design and manufacturing process, based on additive layer manufacturing concept leading to a flight cleared demonstrator.
235;chemical;0,028035128;9;Development and validation of an optimised gearbox housing structural design and manufacturing process, based on additive layer manufacturing concept leading to a flight cleared demonstrator.
235;drive;0,02683401;10;Development and validation of an optimised gearbox housing structural design and manufacturing process, based on additive layer manufacturing concept leading to a flight cleared demonstrator.
236;aircraft;0,062836554;1;Development of a Multi-scale method to predict large aircraft component failure taking into consideration Manufacturing Uncertainties for Predictive Virtual Simulations
236;modelling;0,049131297;2;Development of a Multi-scale method to predict large aircraft component failure taking into consideration Manufacturing Uncertainties for Predictive Virtual Simulations
236;multiscale;0,044315126;3;Development of a Multi-scale method to predict large aircraft component failure taking into consideration Manufacturing Uncertainties for Predictive Virtual Simulations
236;designers;0,037733687;4;Development of a Multi-scale method to predict large aircraft component failure taking into consideration Manufacturing Uncertainties for Predictive Virtual Simulations
236;sky;0,034426615;5;Development of a Multi-scale method to predict large aircraft component failure taking into consideration Manufacturing Uncertainties for Predictive Virtual Simulations
236;structures;0,033603903;6;Development of a Multi-scale method to predict large aircraft component failure taking into consideration Manufacturing Uncertainties for Predictive Virtual Simulations
236;clean;0,028378871;7;Development of a Multi-scale method to predict large aircraft component failure taking into consideration Manufacturing Uncertainties for Predictive Virtual Simulations
236;performing;0,026131577;8;Development of a Multi-scale method to predict large aircraft component failure taking into consideration Manufacturing Uncertainties for Predictive Virtual Simulations
236;benefits;0,025412297;9;Development of a Multi-scale method to predict large aircraft component failure taking into consideration Manufacturing Uncertainties for Predictive Virtual Simulations
236;detailed;0,024813461;10;Development of a Multi-scale method to predict large aircraft component failure taking into consideration Manufacturing Uncertainties for Predictive Virtual Simulations
237;risk;0,084799248;1;Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
237;biomaterials;0,043205012;2;Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
237;exposure;0,035046778;3;Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
237;assessment;0,031063983;4;Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
237;hazard;0,030445951;5;Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
237;methods;0,02732873;6;Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
237;risks;0,025374856;7;Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
237;personalized;0,024424876;8;Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
237;validated;0,023495741;9;Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
237;testing;0,022051157;10;Development of a reliable methodology for better risk management of engineered biomaterials in Advanced Therapy Medicinal Products and/or Medical Devices
238;clinical;0,050213198;1;Development of an outcomes-focused data platform to empower policy makers and clinicians to optimize care for patients with hematologic malignancies
238;patient;0,037699259;2;Development of an outcomes-focused data platform to empower policy makers and clinicians to optimize care for patients with hematologic malignancies
238;committee;0,031168596;3;Development of an outcomes-focused data platform to empower policy makers and clinicians to optimize care for patients with hematologic malignancies
238;define;0,030844371;4;Development of an outcomes-focused data platform to empower policy makers and clinicians to optimize care for patients with hematologic malignancies
238;decision;0,029241913;5;Development of an outcomes-focused data platform to empower policy makers and clinicians to optimize care for patients with hematologic malignancies
238;healthcare;0,029075751;6;Development of an outcomes-focused data platform to empower policy makers and clinicians to optimize care for patients with hematologic malignancies
238;data;0,027280468;7;Development of an outcomes-focused data platform to empower policy makers and clinicians to optimize care for patients with hematologic malignancies
238;sets;0,023396103;8;Development of an outcomes-focused data platform to empower policy makers and clinicians to optimize care for patients with hematologic malignancies
238;patients;0,022103091;9;Development of an outcomes-focused data platform to empower policy makers and clinicians to optimize care for patients with hematologic malignancies
238;medicines;0,021768789;10;Development of an outcomes-focused data platform to empower policy makers and clinicians to optimize care for patients with hematologic malignancies
239;hot;0,140897245;1;Development of autonomous, wireless, smart and low cost current sensor for monitoring of electrical lines
239;air;0,099420762;2;Development of autonomous, wireless, smart and low cost current sensor for monitoring of electrical lines
239;optic;0,061627879;3;Development of autonomous, wireless, smart and low cost current sensor for monitoring of electrical lines
239;aircrafts;0,058158069;4;Development of autonomous, wireless, smart and low cost current sensor for monitoring of electrical lines
239;detection;0,057888265;5;Development of autonomous, wireless, smart and low cost current sensor for monitoring of electrical lines
239;aircraft;0,050746381;6;Development of autonomous, wireless, smart and low cost current sensor for monitoring of electrical lines
239;fibre;0,048806467;7;Development of autonomous, wireless, smart and low cost current sensor for monitoring of electrical lines
239;carbon;0,036351393;8;Development of autonomous, wireless, smart and low cost current sensor for monitoring of electrical lines
239;manager;0,031956269;9;Development of autonomous, wireless, smart and low cost current sensor for monitoring of electrical lines
239;installed;0,030707226;10;Development of autonomous, wireless, smart and low cost current sensor for monitoring of electrical lines
24;vibration;0,093588492;1;Active technologies for acoustic and vibration comfort
24;noise;0,071712698;2;Active technologies for acoustic and vibration comfort
24;aircraft;0,062339823;3;Active technologies for acoustic and vibration comfort
24;weight;0,059926784;4;Active technologies for acoustic and vibration comfort
24;active;0,058491488;5;Active technologies for acoustic and vibration comfort
24;comfort;0,050905844;6;Active technologies for acoustic and vibration comfort
24;induced;0,033724051;7;Active technologies for acoustic and vibration comfort
24;control;0,031774746;8;Active technologies for acoustic and vibration comfort
24;compact;0,029826501;9;Active technologies for acoustic and vibration comfort
24;partner;0,024808987;10;Active technologies for acoustic and vibration comfort
240;engines;0,071907105;1;Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines
240;bypass;0,06589112;2;Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines
240;engine;0,060882811;3;Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines
240;sub;0,057965271;4;Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines
240;ratio;0,050460593;5;Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines
240;predict;0,045965591;6;Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines
240;simulations;0,04505696;7;Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines
240;pressure;0,041648696;8;Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines
240;wp6;0,033317685;9;Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines
240;simulation;0,033046778;10;Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines
241;biogas;0,133486068;1;Development of compact reformers for distributed bio-hydrogen production
241;anaerobic;0,065947213;2;Development of compact reformers for distributed bio-hydrogen production
241;processor;0,065947213;3;Development of compact reformers for distributed bio-hydrogen production
241;heat;0,050205374;4;Development of compact reformers for distributed bio-hydrogen production
241;digestion;0,043964809;5;Development of compact reformers for distributed bio-hydrogen production
241;steam;0,042506907;6;Development of compact reformers for distributed bio-hydrogen production
241;cellular;0,035552711;7;Development of compact reformers for distributed bio-hydrogen production
241;recovery;0,029826501;8;Development of compact reformers for distributed bio-hydrogen production
241;feed;0,028154532;9;Development of compact reformers for distributed bio-hydrogen production
241;exploiting;0,028025664;10;Development of compact reformers for distributed bio-hydrogen production
242;stacks;0,064515681;1;Development of cost effective manufacturing technologies for key components or fuel cell systems
242;fuel;0,042758978;2;Development of cost effective manufacturing technologies for key components or fuel cell systems
242;cell;0,039370597;3;Development of cost effective manufacturing technologies for key components or fuel cell systems
242;stack;0,036260166;4;Development of cost effective manufacturing technologies for key components or fuel cell systems
242;manufacturing;0,033573987;5;Development of cost effective manufacturing technologies for key components or fuel cell systems
242;production;0,031305985;6;Development of cost effective manufacturing technologies for key components or fuel cell systems
242;welding;0,025256132;7;Development of cost effective manufacturing technologies for key components or fuel cell systems
242;powder;0,024703478;8;Development of cost effective manufacturing technologies for key components or fuel cell systems
242;heat;0,024314624;9;Development of cost effective manufacturing technologies for key components or fuel cell systems
242;ceramic;0,023952335;10;Development of cost effective manufacturing technologies for key components or fuel cell systems
243;stack;0,129996251;1;Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications
243;manufacturing;0,085975739;2;Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications
243;cell;0,063012255;3;Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications
243;mass;0,061060575;4;Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications
243;assurance;0,055282963;5;Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications
243;automated;0,047387921;6;Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications
243;stacks;0,041302686;7;Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications
243;quality;0,03997769;8;Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications
243;companies;0,035969561;9;Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications
243;specialized;0,029894326;10;Development of cost effective manufacturing technologies for key components or fuel cell systems for industrial applications
244;actuators;0,120040745;1;Development of electromechanical actuators  and electronic control units for flight control systems
244;electro;0,099322957;2;Development of electromechanical actuators  and electronic control units for flight control systems
244;electric;0,074059731;3;Development of electromechanical actuators  and electronic control units for flight control systems
244;mechanical;0,058012885;4;Development of electromechanical actuators  and electronic control units for flight control systems
244;flight;0,057299867;5;Development of electromechanical actuators  and electronic control units for flight control systems
244;control;0,052888229;6;Development of electromechanical actuators  and electronic control units for flight control systems
244;elimination;0,046193793;7;Development of electromechanical actuators  and electronic control units for flight control systems
244;hydraulic;0,044043684;8;Development of electromechanical actuators  and electronic control units for flight control systems
244;maintenance;0,041455463;9;Development of electromechanical actuators  and electronic control units for flight control systems
244;electrical;0,04097486;10;Development of electromechanical actuators  and electronic control units for flight control systems
245;grid;0,072463188;1;Development of flexible large fuel cell power plants for grid support
245;plant;0,062263759;2;Development of flexible large fuel cell power plants for grid support
245;power;0,052138553;3;Development of flexible large fuel cell power plants for grid support
245;capex;0,041052165;4;Development of flexible large fuel cell power plants for grid support
245;stack;0,037288014;5;Development of flexible large fuel cell power plants for grid support
245;size;0,035680865;6;Development of flexible large fuel cell power plants for grid support
245;density;0,030166578;7;Development of flexible large fuel cell power plants for grid support
245;unit;0,027662876;8;Development of flexible large fuel cell power plants for grid support
245;modular;0,024332619;9;Development of flexible large fuel cell power plants for grid support
245;integrators;0,021643378;10;Development of flexible large fuel cell power plants for grid support
246;freight;0,175599377;1;Development of functional requirements for sustainable and attractive European Rail Freight
246;rail;0,160331988;2;Development of functional requirements for sustainable and attractive European Rail Freight
246;shift2rail;0,057729872;3;Development of functional requirements for sustainable and attractive European Rail Freight
246;attractive;0,054049005;4;Development of functional requirements for sustainable and attractive European Rail Freight
246;logistic;0,052452198;5;Development of functional requirements for sustainable and attractive European Rail Freight
246;transport;0,052210185;6;Development of functional requirements for sustainable and attractive European Rail Freight
246;functional;0,044487645;7;Development of functional requirements for sustainable and attractive European Rail Freight
246;requirements;0,040883568;8;Development of functional requirements for sustainable and attractive European Rail Freight
246;proposal;0,031091999;9;Development of functional requirements for sustainable and attractive European Rail Freight
246;areas;0,02934212;10;Development of functional requirements for sustainable and attractive European Rail Freight
247;wireless;0,091446445;1;Development of functionalizable materials
247;sensor;0,090753608;2;Development of functionalizable materials
247;aircraft;0,06209439;3;Development of functionalizable materials
247;power;0,060828312;4;Development of functionalizable materials
247;harvesting;0,050705427;5;Development of functionalizable materials
247;autonomous;0,043268834;6;Development of functionalizable materials
247;desirable;0,038846591;7;Development of functionalizable materials
247;aeronautical;0,035917703;8;Development of functionalizable materials
247;line;0,030547461;9;Development of functionalizable materials
247;includes;0,028420513;10;Development of functionalizable materials
248;immune;0,096934919;1;DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES
248;inflammation;0,070399346;2;DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES
248;symptoms;0,043569611;3;DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES
248;clinical;0,043493892;4;DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES
248;disease;0,042566689;5;DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES
248;onset;0,042371139;6;DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES
248;stages;0,042032155;7;DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES
248;cure;0,041996505;8;DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES
248;accomplished;0,040278923;9;DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES
248;therapies;0,039962681;10;DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES
249;balance;0,082328803;1;Development of industrialization-ready PEMFC systems and system components
249;components;0,071308605;2;Development of industrialization-ready PEMFC systems and system components
249;fuel;0,061231606;3;Development of industrialization-ready PEMFC systems and system components
249;automotive;0,060018721;4;Development of industrialization-ready PEMFC systems and system components
249;cell;0,056379386;5;Development of industrialization-ready PEMFC systems and system components
249;vehicles;0,043509663;6;Development of industrialization-ready PEMFC systems and system components
249;trl7;0,042909622;7;Development of industrialization-ready PEMFC systems and system components
249;car;0,038145216;8;Development of industrialization-ready PEMFC systems and system components
249;plant;0,027745605;9;Development of industrialization-ready PEMFC systems and system components
249;developments;0,024408554;10;Development of industrialization-ready PEMFC systems and system components
25;multifunctional;0,075485447;1;Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit
25;test;0,048337927;2;Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit
25;aeronautical;0,038012903;3;Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit
25;aviation;0,032779309;4;Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit
25;adaptive;0,029276544;5;Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit
25;structural;0,025752022;6;Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit
25;flexibility;0,025459964;7;Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit
25;air;0,023842572;8;Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit
25;minimization;0,02345276;9;Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit
25;structures;0,023429388;10;Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit
250;methodology;0,068803123;1;Development of innovative and optimized stiffeners run-out for overall panel weight saving of composite wing
250;experimental;0,065881533;2;Development of innovative and optimized stiffeners run-out for overall panel weight saving of composite wing
250;run;0,060803783;3;Development of innovative and optimized stiffeners run-out for overall panel weight saving of composite wing
250;configuration;0,046732698;4;Development of innovative and optimized stiffeners run-out for overall panel weight saving of composite wing
250;composite;0,045170073;5;Development of innovative and optimized stiffeners run-out for overall panel weight saving of composite wing
250;tool;0,041063659;6;Development of innovative and optimized stiffeners run-out for overall panel weight saving of composite wing
250;optimized;0,038914882;7;Development of innovative and optimized stiffeners run-out for overall panel weight saving of composite wing
250;panels;0,037065486;8;Development of innovative and optimized stiffeners run-out for overall panel weight saving of composite wing
250;optimization;0,036649349;9;Development of innovative and optimized stiffeners run-out for overall panel weight saving of composite wing
250;configurations;0,034755933;10;Development of innovative and optimized stiffeners run-out for overall panel weight saving of composite wing
251;lay;0,121276373;1;Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.
251;composite;0,090716563;2;Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.
251;machine;0,080990506;3;Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.
251;automated;0,075524498;4;Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.
251;manufacturing;0,074740273;5;Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.
251;hybrid;0,074688923;6;Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.
251;developmental;0,064537487;7;Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.
251;placement;0,059663155;8;Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.
251;costs;0,055179969;9;Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.
251;fibre;0,052670313;10;Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.
252;compression;0,090514856;1;Development of innovative hydrogen compressor technology for small scale decentralized applications for hydrogen refuelling or storage
252;hydrogen;0,052786537;2;Development of innovative hydrogen compressor technology for small scale decentralized applications for hydrogen refuelling or storage
252;mechanical;0,043894705;3;Development of innovative hydrogen compressor technology for small scale decentralized applications for hydrogen refuelling or storage
252;less;0,037845862;4;Development of innovative hydrogen compressor technology for small scale decentralized applications for hydrogen refuelling or storage
252;solution;0,036580241;5;Development of innovative hydrogen compressor technology for small scale decentralized applications for hydrogen refuelling or storage
252;reducing;0,034443122;6;Development of innovative hydrogen compressor technology for small scale decentralized applications for hydrogen refuelling or storage
252;test;0,034221542;7;Development of innovative hydrogen compressor technology for small scale decentralized applications for hydrogen refuelling or storage
252;costs;0,029299098;8;Development of innovative hydrogen compressor technology for small scale decentralized applications for hydrogen refuelling or storage
252;hybrid;0,026438557;9;Development of innovative hydrogen compressor technology for small scale decentralized applications for hydrogen refuelling or storage
252;perform;0,026438557;10;Development of innovative hydrogen compressor technology for small scale decentralized applications for hydrogen refuelling or storage
253;hydrogen;0,19477155;1;Development of innovative hydrogen purification technology based on membrane systems
253;purification;0,165445996;2;Development of innovative hydrogen purification technology based on membrane systems
253;membrane;0,091150839;3;Development of innovative hydrogen purification technology based on membrane systems
253;electrochemical;0,078555536;4;Development of innovative hydrogen purification technology based on membrane systems
253;compression;0,041747668;5;Development of innovative hydrogen purification technology based on membrane systems
253;catalysts;0,040273609;6;Development of innovative hydrogen purification technology based on membrane systems
253;system;0,037505386;7;Development of innovative hydrogen purification technology based on membrane systems
253;conversion;0,029208461;8;Development of innovative hydrogen purification technology based on membrane systems
253;gas;0,026553434;9;Development of innovative hydrogen purification technology based on membrane systems
253;storage;0,023690113;10;Development of innovative hydrogen purification technology based on membrane systems
254;length;0,088288032;1;Development of innovative methods and tooling for machining of slender shafts
254;machining;0,070934426;2;Development of innovative methods and tooling for machining of slender shafts
254;diameter;0,07014216;3;Development of innovative methods and tooling for machining of slender shafts
254;engine;0,064810734;4;Development of innovative methods and tooling for machining of slender shafts
254;turbine;0,060173264;5;Development of innovative methods and tooling for machining of slender shafts
254;ratio;0,053716115;6;Development of innovative methods and tooling for machining of slender shafts
254;internal;0,048931113;7;Development of innovative methods and tooling for machining of slender shafts
254;drive;0,040337576;8;Development of innovative methods and tooling for machining of slender shafts
254;intelligent;0,040337576;9;Development of innovative methods and tooling for machining of slender shafts
254;rotation;0,036313952;10;Development of innovative methods and tooling for machining of slender shafts
255;oil;0,118334628;1;Development of intelligent oil system enablers for large VHBR engine oil lubrication and heat management systems
255;engines;0,086351326;2;Development of intelligent oil system enablers for large VHBR engine oil lubrication and heat management systems
255;pass;0,045992074;3;Development of intelligent oil system enablers for large VHBR engine oil lubrication and heat management systems
255;engine;0,043867527;4;Development of intelligent oil system enablers for large VHBR engine oil lubrication and heat management systems
255;heat;0,041600304;5;Development of intelligent oil system enablers for large VHBR engine oil lubrication and heat management systems
255;flow;0,038994574;6;Development of intelligent oil system enablers for large VHBR engine oil lubrication and heat management systems
255;power;0,03855369;7;Development of intelligent oil system enablers for large VHBR engine oil lubrication and heat management systems
255;variable;0,038482708;8;Development of intelligent oil system enablers for large VHBR engine oil lubrication and heat management systems
255;aircraft;0,034436627;9;Development of intelligent oil system enablers for large VHBR engine oil lubrication and heat management systems
255;cooling;0,033119312;10;Development of intelligent oil system enablers for large VHBR engine oil lubrication and heat management systems
256;aerodynamic;0,076191976;1;Development of methods for deriving optimized shapes of morphing structures considering both aerodynamic performances and specific mechanical morphing boundary conditions
256;fidelity;0,063740728;2;Development of methods for deriving optimized shapes of morphing structures considering both aerodynamic performances and specific mechanical morphing boundary conditions
256;structures;0,046280273;3;Development of methods for deriving optimized shapes of morphing structures considering both aerodynamic performances and specific mechanical morphing boundary conditions
256;shapes;0,041701923;4;Development of methods for deriving optimized shapes of morphing structures considering both aerodynamic performances and specific mechanical morphing boundary conditions
256;mechanical;0,040823882;5;Development of methods for deriving optimized shapes of morphing structures considering both aerodynamic performances and specific mechanical morphing boundary conditions
256;optimal;0,037435744;6;Development of methods for deriving optimized shapes of morphing structures considering both aerodynamic performances and specific mechanical morphing boundary conditions
